unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc6,facloc7,facloc8,facloc9,facloc10,facloc12,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"153463","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"153472","2","1","","","1","","","1","","1","","","1","","1","","1","2","","","1","1","1","","1","1","","1","","1","","1","","1","1","","","","","","","1","","","","","","1","1","1","1","","","1","1","","1","","",""
"153481","2","","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","1","1","1","1","1","","","","","","2","153472","",""
"153506","2","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"153524","1","1","","","1","","","1","1","1","1","","1","","1","1","","2","","","1","","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"153533","1","1","","","1","","","1","","1","1","","1","","1","1","1","2","","","1","1","1","","1","","","1","","1","","1","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"153542","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"153551","1","1","","","","","","1","","1","","","","","","","","2","","","1","1","1","1","1","","","1","","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","1","1","","1","","",""
"153560","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"153579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153588","5","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"153597","2","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"153603","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","2","","","1","1","1","1","1","","1","1","1","1","","","","","1","1","","1","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"153621","4","1","","","","","","1","","","","1","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","1","1","","1","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"153630","1","1","","","1","","","1","1","1","1","","1","1","1","1","","2","","","1","","1","","","1","1","1","","1","","","","1","1","1","","1","","","1","1","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"153658","1","1","1","1","1","","","1","","1","","1","1","","","","","2","","","1","1","1","1","1","","1","1","","1","","","","1","1","1","1","1","","","","","","","","","","1","1","","1","1","1","1","","","1","","",""
"153667","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","1","","1","","",""
"153676","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"153728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153737","1","1","","","1","","","1","1","1","","1","1","1","1","1","1","2","","","1","","1","","","1","","1","","1","","","","1","1","1","","1","","","","","1","1","","","","1","1","1","1","1","1","1","1","","1","","",""
"153746","5","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"153755","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"153764","5","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"153773","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"153782","6","1","1","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"153791","6","1","1","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"153807","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","1","1","","",""
"153816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153825","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"153834","4","1","1","1","","","","1","","","","1","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","","1","1","","1","","","1","","","1","","",""
"153861","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","","","1","1","","","1","1","","","","","","","","","","","","","1","1","","","","","1","","","1","","",""
"153889","3","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"153898","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","3","","1","","","","","","","1","","","","","","","","","1","","","1","1","","1","","",""
"153922","1","1","","","1","","","1","","1","","","1","","1","","","2","","","1","","1","1","1","","","1","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"153931","1","1","","","1","","","1","","1","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","","1","","","","1","1","","","1","","","1","1","","","","","","","1","1","1","","","","1","","1","","",""
"153968","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","","1","","","","","1","","","","","1","","","","","","","","","","","","1","","","","","","","1","1","","2","153977","",""
"153977","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","1","","","1","","1","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","1","","1","","",""
"153986","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","1","","3","","1","","","","","","","","","","","","","","1","1","1","","","1","1","","1","","",""
"154004","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"154013","4","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"154022","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"154031","5","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154059","1","1","","","1","","","1","","1","","1","1","","1","1","1","2","","","1","","","","","","","","","1","","","","1","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"154068","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","","","","","","1","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"154095","1","1","","","1","","","1","","1","","","1","","","","","2","","","1","1","1","","1","","","","","1","","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"154101","1","1","1","1","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"154110","2","1","","","1","","","1","","1","1","","1","1","1","1","1","2","","","1","","1","1","1","1","","1","1","1","","","","1","1","1","1","1","","","","","1","1","","","","1","1","1","1","1","1","1","1","","1","","",""
"154129","2","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","1","","","","","","","1","1","1","","1","","1","1","1","1","","","","1","1","1","","","","","1","1","1","1","1","1","1","","","1","","",""
"154138","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"154156","5","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","","","1","","2","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"154165","5","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","",""
"154174","3","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","","1","","","1","","",""
"154183","5","1","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","1","","","","","","","","","3","","",""
"154192","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","",""
"154208","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"154235","1","1","","","1","","","1","","1","1","1","1","","","","1","2","","","1","1","1","1","1","","","1","","1","1","","","1","1","1","","1","1","","1","1","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"154262","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","1","","1","","",""
"154280","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"154299","1","1","","","","","","","","","","1","","","","","","2","","","1","1","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"154332","5","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"154341","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"154350","6","1","","1","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"154378","1","1","","","1","","","1","1","1","","","1","","1","","","2","","","1","1","1","1","1","1","1","","","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"154387","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"154396","1","1","","","","","","1","","","","1","1","","","","1","2","","","1","","1","","","1","","1","","1","","","","","1","1","","1","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"154402","5","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","","1","","","1","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"154411","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","1","1","","",""
"154439","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","","1","","","1","","",""
"154448","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"154457","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","3","","",""
"154466","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","3","","",""
"154484","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","",""
"154493","1","1","1","","","","","1","","1","","","","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","1","1","1","","","","","","","","","","","1","1","","1","","","1","","","1","","",""
"154509","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","1","","","","","1","","","","","1","","","","","","","1","","","","","","","1","1","1","","","","","","1","","",""
"154518","1","1","","","","","","1","","","","1","","","","","","2","","","1","1","1","1","1","","","1","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"154527","6","1","1","","1","","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","","1","","","1","","",""
"154536","4","1","1","1","","","","1","","","","1","","","","","","2","","","","","","","","","","","","","","","4","1","1","","","","","","","","","","","","","1","1","1","","1","","1","","","1","","",""
"154545","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","1","","",""
"154572","1","1","","","1","","","1","","","1","1","1","","","","1","2","","","1","","1","","1","1","","1","","1","","1","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"154581","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","","","","1","","",""
"154590","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","1","1","","","1","","","1","","",""
"154606","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"154615","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"154633","5","1","","","","","","","","","","1","","","","","","2","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"154642","1","1","","","1","","","1","1","","","1","1","","","","","2","","","1","","1","","1","","","1","","1","","1","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"154651","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","1","1","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"154660","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","1","","","","","","","1","","","","1","1","1","","","","",""
"154688","4","1","1","1","","","","1","","","1","1","","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","","1","","1","1","1","1","","","1","","",""
"154697","1","1","","","1","","","1","","","1","","1","","","","","1","1","","1","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"154712","1","1","1","","1","","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","","1","","","1","","",""
"154721","4","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"154730","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","1","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","1","","",""
"154749","4","1","1","1","1","","","1","","1","","1","1","","1","","","2","","","1","1","1","","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","",""
"154767","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"154776","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"154785","5","1","1","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"154794","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"154800","1","1","","","","","","1","1","1","1","","1","","1","","","1","1","","1","","1","1","1","1","1","1","1","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"154819","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"154828","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"154837","1","1","1","","1","1","","1","","","","1","1","","","","1","2","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","1","","","1","","","1","","",""
"154846","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"154855","4","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","1","1","1","","","","","","","1","","",""
"154864","1","1","","","","","","1","1","1","","","1","1","1","","","2","","","1","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","1","1","1","","","","","","1","","",""
"154882","2","1","","","","","","1","","","","","","","","","","2","","","1","1","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"154891","5","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"154907","1","1","","","1","","","1","","1","1","","1","","1","1","","2","","","1","","","","","","","","","1","","1","","1","","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"154916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154925","1","1","","","1","","","1","","","","1","1","","","","","2","","","1","","1","","1","","","","","1","","","","1","","1","","1","","","","","1","","1","","","1","1","1","","","","1","1","","1","","",""
"154934","1","1","","","","","","1","1","1","1","","1","1","1","1","","2","","","1","","","","","","","1","","1","","1","","1","1","","","","","","1","1","1","","","","","1","1","1","1","1","1","1","","","1","","",""
"154943","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"154952","1","1","","","1","","","1","1","1","1","","1","1","1","1","","2","","","","","","","","","","1","1","1","","","","1","1","","","1","","","","","","","1","","1","1","1","1","1","","","1","","","1","","",""
"154961","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"154970","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","3","","",""
"154989","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","","","",""
"154998","1","1","","","1","","","1","","1","","1","1","","1","","1","2","","","1","","","","","","","1","","1","","","","1","1","1","","1","","","","","","","1","","","1","1","1","1","1","","1","1","","1","","",""
"155007","1","1","","","1","","","1","","","","","1","","","","1","2","","","1","","","","","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","1","1","1","","1","","","1","","",""
"155025","1","1","1","","1","","","1","","1","","1","1","","1","","1","1","1","","1","","1","","1","","","","","1","","","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"155052","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","1","1","1","","","","","1","","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"155061","1","1","","","1","","","1","","1","","","1","","1","","","2","","","1","1","1","","1","","1","","","1","","","","","","1","","1","","","","","","","","","","1","1","1","1","1","","1","1","","1","","",""
"155070","1","1","1","","1","","","1","","","","1","1","","","","","2","","","1","","1","1","1","","","","","","1","","","","1","1","1","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155089","1","1","","","1","","","1","","","","1","1","","","","","2","","","1","","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","1","1","","","","1","","","1","","",""
"155098","1","1","1","","1","1","","1","1","1","1","1","1","1","","","","2","","","1","","1","","","1","","","","1","","1","","1","1","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"155104","1","1","","","1","","","1","","1","","1","1","","1","","","2","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","","1","1","1","1","","1","1","1","1","","1","","",""
"155113","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","","","",""
"155122","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","",""
"155131","5","1","","","","","","","","","","1","","","","","","2","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"155140","1","1","1","","1","1","","1","","1","1","","1","","1","1","","2","","","1","1","","","1","","","1","","","1","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","",""
"155159","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"155168","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"155177","4","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","","",""
"155186","1","1","","","1","","","1","","1","","","1","","1","","","2","","","1","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","","","","","","1","","",""
"155195","1","1","","","1","","","1","1","","","1","1","","","","1","2","","","1","","","","","","","","","1","","1","","1","1","1","","1","","","","","","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"155201","1","1","","","1","","","1","1","1","1","1","1","1","1","","1","2","","","1","","","","","","1","1","","1","","1","","1","","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"155210","1","1","1","","1","1","","1","1","","","1","1","","","","1","1","1","","1","","","","","","1","","","1","","","","1","","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"155265","5","1","","","","","","1","1","1","","","","","","","","2","","","","","1","","","1","1","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","1","1","1","","1","","",""
"155274","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"155283","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","1","","",""
"155292","1","1","","","1","","","1","1","1","1","","1","1","1","","","1","1","","1","","1","","1","","1","","","","1","","","1","1","1","","1","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"155308","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","","","","1","1","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155317","1","1","","","1","1","1","1","1","","1","1","1","","","1","1","1","1","","1","","","","","","","","","1","1","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"155326","1","1","1","","1","1","","1","","","1","1","1","","","","1","1","1","","","","","","","","","","","","","","2","1","1","","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","",""
"155335","1","1","1","","1","","","1","","","1","1","1","","","","","1","1","","1","1","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155353","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"155371","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"155399","1","1","1","1","1","1","","1","","1","1","","1","","","1","","1","1","","1","1","1","","1","","1","1","","1","","","","1","1","1","1","","","","","","","","","","","1","1","1","1","","","1","1","","1","","",""
"155414","4","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155423","6","1","","","","","","1","1","","","","","","","","","2","","","1","","1","","","1","1","","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","3","","",""
"155432","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"155441","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","3","","",""
"155450","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","1","1","","1","","","","1","","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"155469","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"155478","5","1","","","","","","1","","1","","","","","","","","2","","","1","","","","","","1","1","1","","1","","","","","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"155487","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"155496","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","","1","1","1","","","1","","1","1","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","1","1","","","1","","",""
"155511","4","1","1","","","","","1","","1","","","","","","","","2","","","1","1","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"155520","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","1","1","","","","","1","","1","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"155548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155566","1","1","","","1","","","1","","1","1","","1","","1","1","","2","","","1","","","","","","","1","1","1","","","","1","1","","","","","","","","","","","","","1","1","","","","","1","","","1","","",""
"155575","1","1","","","","","","1","","1","1","","","","","","","2","","","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"155584","6","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155593","6","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","1","1","1","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"155609","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"155618","5","","","","1","","","","","","","","1","","","","1","2","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","1","1","1","1","1","","","1","","","3","","",""
"155627","1","1","1","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"155636","1","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","","1","1","1","","","","","","","","1","","","","","","","1","","1","","","","1","1","","","3","","",""
